,,price_in_cents,price_in_cents,price_in_cents,travel_ts,travel_ts,travel_ts
,,min,mean,max,min,mean,max
o_city,d_city,,,,,,
628,11,2390,6522.765957446809,19000,0 days 03:23:00.000000000,0 days 12:35:47.234042553,1 days 06:05:00.000000000
628,23,2300,9030.977995110024,22400,0 days 03:41:00.000000000,0 days 07:43:23.618581907,1 days 12:40:00.000000000
628,28,1400,2794.7368421052633,7200,0 days 02:00:00.000000000,0 days 04:23:56.315789473,1 days 06:30:00.000000000
628,30,1800,4785.714285714285,8900,0 days 02:18:00.000000000,0 days 05:07:15.000000000,0 days 11:50:00.000000000
628,33,2190,5084.285714285715,11360,0 days 03:40:00.000000000,0 days 08:13:14.857142857,1 days 08:40:00.000000000
628,35,3890,4732.5,5680,0 days 13:55:00.000000000,0 days 19:10:00.000000000,1 days 00:25:00.000000000
628,37,1200,2446.6071428571427,4000,0 days 03:10:00.000000000,0 days 07:58:34.285714285,1 days 05:20:00.000000000
628,46,1200,2714.3333333333335,6700,0 days 01:22:00.000000000,0 days 02:36:46.000000000,0 days 04:25:00.000000000
628,57,3000,8035.412844036698,17600,0 days 04:03:00.000000000,0 days 08:56:00.000000000,1 days 15:20:00.000000000
628,76,3800,5594.0,8850,0 days 10:20:00.000000000,0 days 18:53:15.000000000,1 days 09:40:00.000000000
628,85,2390,6612.35294117647,14400,0 days 04:27:00.000000000,0 days 09:25:34.117647058,0 days 18:55:00.000000000
628,94,1700,1725.0,1800,0 days 02:30:00.000000000,0 days 02:37:30.000000000,0 days 02:40:00.000000000
628,99,3800,5251.410256410257,8000,0 days 10:50:00.000000000,0 days 21:50:03.846153846,2 days 04:35:00.000000000
628,100,3500,3807.1428571428573,4150,0 days 04:40:00.000000000,0 days 05:38:34.285714285,0 days 07:10:00.000000000
628,102,2090,5394.520547945205,10500,0 days 02:42:00.000000000,0 days 05:54:37.397260273,1 days 01:17:00.000000000
628,109,2380,6168.266666666666,14690,0 days 04:41:00.000000000,0 days 16:29:49.600000000,6 days 23:25:00.000000000
628,122,1940,5492.608695652174,9180,0 days 03:33:00.000000000,1 days 05:59:33.913043478,7 days 19:15:00.000000000
628,126,1790,4603.759336099585,10950,0 days 02:32:00.000000000,0 days 06:56:06.921161825,1 days 16:20:00.000000000
628,132,1900,2125.0,2400,0 days 02:40:00.000000000,0 days 03:05:00.000000000,0 days 03:30:00.000000000
628,134,1100,2612.4,4090,0 days 02:00:00.000000000,0 days 06:01:10.800000000,1 days 02:40:00.000000000
628,136,3600,5386.666666666667,9530,0 days 05:37:00.000000000,0 days 06:45:23.076923076,0 days 08:10:00.000000000
628,143,5880,6115.0,6350,0 days 15:45:00.000000000,0 days 18:50:00.000000000,0 days 20:30:00.000000000
628,144,3600,3600.0,3600,0 days 22:30:00.000000000,0 days 22:50:00.000000000,0 days 23:10:00.000000000
628,148,2400,2400.0,2400,1 days 02:25:00.000000000,1 days 02:25:00.000000000,1 days 02:25:00.000000000
628,151,6680,8125.0,9570,1 days 08:05:00.000000000,1 days 08:42:30.000000000,1 days 09:20:00.000000000
628,152,1800,3166.0,4750,0 days 04:50:00.000000000,0 days 10:03:20.000000000,1 days 00:20:00.000000000
628,158,1200,1983.6363636363637,3280,0 days 03:00:00.000000000,0 days 08:01:21.818181818,1 days 03:00:00.000000000
628,163,7490,9236.0,12790,0 days 23:45:00.000000000,1 days 06:52:00.000000000,2 days 00:45:00.000000000
628,168,1000,1775.618556701031,3650,0 days 02:20:00.000000000,0 days 04:27:01.237113402,1 days 04:05:00.000000000
628,173,2600,9368.095238095239,21800,0 days 06:09:00.000000000,0 days 16:24:58.095238095,1 days 09:05:00.000000000
628,184,1100,2711.3414634146343,6800,0 days 02:00:00.000000000,0 days 02:46:16.097560975,0 days 05:05:00.000000000
628,186,1600,4735.928571428572,11610,0 days 03:27:00.000000000,0 days 06:50:20.142857142,0 days 14:20:00.000000000
628,189,1400,3042.222222222222,6040,0 days 02:02:00.000000000,0 days 04:47:43.333333333,1 days 02:05:00.000000000
628,191,600,730.0,950,0 days 01:00:00.000000000,0 days 01:54:00.000000000,0 days 03:20:00.000000000
628,192,1200,2134.259259259259,4320,0 days 02:20:00.000000000,0 days 05:10:24.444444444,0 days 19:36:00.000000000
628,193,2300,4306.09756097561,7110,0 days 02:07:00.000000000,0 days 04:46:57.073170731,0 days 19:44:00.000000000
628,197,1700,4565.350877192983,11870,0 days 02:21:00.000000000,0 days 08:52:51.052631578,6 days 20:40:00.000000000
628,200,1700,3474.0714285714284,6890,0 days 03:40:00.000000000,0 days 07:39:48.000000000,1 days 05:10:00.000000000
628,204,2050,3873.529411764706,4900,0 days 05:10:00.000000000,0 days 06:13:31.764705882,0 days 08:20:00.000000000
628,213,4050,9275.29411764706,13700,0 days 04:16:00.000000000,0 days 16:32:42.352941176,7 days 06:00:00.000000000
628,214,1200,1507.9545454545455,1800,0 days 02:00:00.000000000,0 days 02:31:49.090909090,0 days 04:50:00.000000000
628,223,3350,3964.285714285714,4750,0 days 05:10:00.000000000,0 days 05:52:51.428571428,0 days 06:30:00.000000000
628,227,1390,2635.321100917431,5500,0 days 02:50:00.000000000,0 days 04:24:24.220183486,0 days 19:25:00.000000000
628,238,2400,2730.0,3190,0 days 09:30:00.000000000,0 days 16:30:00.000000000,1 days 01:20:00.000000000
628,246,2150,3687.5,13800,0 days 02:50:00.000000000,0 days 03:21:15.000000000,0 days 03:30:00.000000000
628,261,2400,2726.6666666666665,2890,0 days 10:15:00.000000000,0 days 11:38:20.000000000,0 days 13:05:00.000000000
628,267,7890,9386.666666666666,11780,0 days 12:50:00.000000000,0 days 21:30:25.000000000,1 days 05:40:00.000000000
628,272,3500,7373.75,8770,0 days 02:46:00.000000000,0 days 02:56:30.000000000,0 days 04:10:00.000000000
628,277,2490,7312.142857142857,13700,0 days 06:00:00.000000000,0 days 16:34:12.857142857,1 days 13:52:00.000000000
628,290,5800,5850.0,5900,0 days 22:05:00.000000000,1 days 04:12:30.000000000,1 days 10:20:00.000000000
628,317,1990,4678.644859813084,11980,0 days 03:29:00.000000000,0 days 07:32:31.682242990,1 days 07:35:00.000000000
628,336,5390,7060.0,8940,0 days 09:50:00.000000000,0 days 14:31:40.000000000,0 days 17:15:00.000000000
628,348,4400,8663.5,14700,0 days 05:15:00.000000000,0 days 08:31:21.000000000,0 days 21:03:00.000000000
628,367,5800,6275.0,6750,0 days 08:10:00.000000000,0 days 09:05:00.000000000,0 days 10:00:00.000000000
628,401,2100,3024.6153846153848,3950,0 days 05:10:00.000000000,0 days 12:25:23.076923076,1 days 12:40:00.000000000
628,411,5100,5250.0,5400,0 days 22:15:00.000000000,1 days 03:25:00.000000000,1 days 08:55:00.000000000
628,424,1800,3407.7456647398844,9900,0 days 04:10:00.000000000,0 days 09:27:31.560693641,1 days 05:25:00.000000000
628,428,3600,3933.3333333333335,4150,0 days 05:30:00.000000000,0 days 05:43:20.000000000,0 days 06:00:00.000000000
628,429,1700,4778.148148148148,10250,0 days 01:57:00.000000000,0 days 03:19:55.555555555,0 days 06:40:00.000000000
628,434,1000,1650.8333333333333,3750,0 days 01:50:00.000000000,0 days 04:06:50.000000000,0 days 19:10:00.000000000
628,437,5580,6730.0,7880,0 days 18:25:00.000000000,0 days 18:40:00.000000000,0 days 18:55:00.000000000
628,438,850,1589.236111111111,6850,0 days 01:40:00.000000000,0 days 02:31:21.250000000,0 days 07:50:00.000000000
628,446,1100,1780.0,2650,0 days 02:20:00.000000000,0 days 05:06:53.333333333,1 days 08:00:00.000000000
628,451,2300,2960.0,3390,0 days 03:30:00.000000000,0 days 07:58:07.500000000,0 days 22:35:00.000000000
628,453,1000,2031.2560699255423,13450,0 days 01:08:00.000000000,0 days 03:38:21.764325024,1 days 13:20:00.000000000
628,455,1700,4000.5298013245033,10290,0 days 03:30:00.000000000,0 days 06:13:25.430463576,1 days 03:40:00.000000000
628,459,5480,6182.0,7280,0 days 19:30:00.000000000,0 days 23:20:00.000000000,1 days 04:05:00.000000000
628,462,5900,7023.333333333333,8980,0 days 20:50:00.000000000,0 days 22:28:20.000000000,0 days 23:20:00.000000000
628,467,3500,8934.314516129032,26340,0 days 03:59:00.000000000,0 days 09:43:06.774193548,1 days 11:32:00.000000000
628,471,1490,4560.0,8600,0 days 04:07:00.000000000,0 days 09:41:42.000000000,0 days 19:06:00.000000000
628,472,1700,4343.75,9050,0 days 03:45:00.000000000,0 days 14:30:37.500000000,1 days 01:45:00.000000000
628,483,2000,2772.4691358024693,8830,0 days 02:57:00.000000000,0 days 09:33:25.925925925,1 days 07:30:00.000000000
628,485,1550,4104.538367844092,7740,0 days 03:00:00.000000000,0 days 05:40:45.442143727,1 days 04:31:00.000000000
628,488,2750,5494.444444444444,9950,0 days 03:44:00.000000000,0 days 07:44:43.333333333,1 days 00:09:00.000000000
628,503,4750,5712.5,6500,0 days 08:00:00.000000000,0 days 08:30:00.000000000,0 days 09:30:00.000000000
628,504,2000,8380.044543429844,20400,0 days 03:25:00.000000000,0 days 08:24:53.385300668,1 days 06:45:00.000000000
628,511,4090,4618.0,5300,0 days 05:50:00.000000000,0 days 15:16:00.000000000,1 days 07:50:00.000000000
628,517,4750,9360.0,13660,0 days 06:12:00.000000000,0 days 09:54:21.428571428,1 days 05:12:00.000000000
628,524,1400,2823.407079646018,9600,0 days 02:53:00.000000000,0 days 05:37:32.920353982,1 days 03:25:00.000000000
628,528,3800,8026.666666666667,14750,0 days 08:30:00.000000000,0 days 18:43:00.000000000,1 days 14:01:00.000000000
628,535,2600,4701.521739130435,8860,0 days 06:10:00.000000000,0 days 10:59:48.260869565,1 days 06:27:00.000000000
628,541,2400,3667.2,5770,0 days 03:10:00.000000000,0 days 07:08:50.400000000,1 days 08:53:00.000000000
628,542,1850,4996.402116402116,6890,0 days 07:10:00.000000000,0 days 12:08:23.174603174,1 days 08:55:00.000000000
628,544,1890,2298.75,3250,0 days 04:00:00.000000000,0 days 16:23:45.000000000,1 days 00:50:00.000000000
628,546,2490,6963.529411764706,12500,0 days 03:21:00.000000000,0 days 09:09:10.588235294,1 days 00:25:00.000000000
628,548,2050,2973.5714285714284,5100,0 days 03:00:00.000000000,0 days 11:19:04.285714285,1 days 01:58:00.000000000
628,554,2900,7352.105263157895,13590,0 days 02:49:00.000000000,0 days 09:54:22.105263157,2 days 00:27:00.000000000
628,556,2900,9147.5,18700,0 days 05:41:00.000000000,0 days 15:00:15.000000000,1 days 15:08:00.000000000
628,560,1550,3656.6666666666665,8550,0 days 02:31:00.000000000,0 days 05:42:16.666666666,0 days 08:50:00.000000000
628,562,1200,3678.3855225701504,11120,0 days 02:16:00.000000000,0 days 04:59:19.202928019,1 days 16:24:00.000000000
628,580,2390,7054.689378757515,19600,0 days 06:39:00.000000000,0 days 15:54:01.082164328,1 days 16:42:00.000000000
628,585,2240,5376.117647058823,10250,0 days 06:20:00.000000000,0 days 13:27:17.647058823,7 days 05:00:00.000000000
628,587,1800,4387.428571428572,9080,0 days 02:31:00.000000000,0 days 08:39:46.040816326,1 days 04:55:00.000000000
628,611,400,984.2519685039371,5000,0 days 00:20:00.000000000,0 days 01:48:02.362204724,1 days 04:40:00.000000000
628,619,1200,1769.5652173913043,2400,0 days 02:00:00.000000000,0 days 02:49:03.478260869,0 days 05:00:00.000000000
628,632,2400,2750.0,3100,0 days 04:40:00.000000000,0 days 05:20:00.000000000,0 days 06:30:00.000000000
628,635,2400,7641.599229287091,14700,0 days 04:51:00.000000000,0 days 09:06:39.421965317,1 days 00:00:00.000000000
628,639,3390,4443.5,6750,0 days 08:20:00.000000000,0 days 14:38:45.000000000,0 days 20:20:00.000000000
628,657,1600,2509.3548387096776,3350,0 days 03:10:00.000000000,0 days 04:36:36.774193548,0 days 17:05:00.000000000
628,673,4600,5491.25,6980,0 days 15:30:00.000000000,0 days 17:29:22.500000000,0 days 18:15:00.000000000
628,685,2700,6146.086956521739,12200,0 days 03:54:00.000000000,0 days 11:14:00.000000000,1 days 11:55:00.000000000
628,694,700,1680.0581395348838,5570,0 days 01:20:00.000000000,0 days 02:03:18.488372093,0 days 08:23:00.000000000
628,697,1000,2944.0987370838116,11650,0 days 02:03:00.000000000,0 days 04:30:54.420206659,1 days 07:20:00.000000000
628,709,3890,8604.485981308411,11980,0 days 21:15:00.000000000,1 days 01:35:08.411214953,1 days 22:45:00.000000000
628,712,2300,3522.2580645161293,5480,0 days 04:00:00.000000000,0 days 07:35:48.387096774,0 days 10:50:00.000000000
628,714,700,1089.6881959910913,2460,0 days 01:20:00.000000000,0 days 01:48:35.278396436,0 days 03:55:00.000000000
628,719,3350,5973.75,10900,0 days 03:50:00.000000000,0 days 09:34:33.750000000,1 days 05:13:00.000000000
628,720,700,790.0,850,0 days 01:30:00.000000000,0 days 01:30:00.000000000,0 days 01:30:00.000000000
628,730,1450,4196.363636363636,6180,0 days 01:58:00.000000000,0 days 05:42:27.272727272,0 days 15:44:00.000000000
628,737,1800,3630.0,7900,0 days 03:44:00.000000000,0 days 08:36:09.000000000,1 days 06:35:00.000000000
628,753,2000,4270.740740740741,6430,0 days 02:05:00.000000000,0 days 11:42:40.000000000,1 days 14:34:00.000000000
628,769,1400,3109.230769230769,5350,0 days 02:12:00.000000000,0 days 05:23:36.923076923,0 days 12:50:00.000000000
628,806,7890,7890.0,7890,1 days 09:30:00.000000000,1 days 09:30:00.000000000,1 days 09:30:00.000000000
628,809,1890,6901.323529411765,13800,0 days 02:25:00.000000000,0 days 07:54:57.941176470,1 days 09:49:00.000000000
628,825,3100,4884.736842105263,6490,0 days 07:20:00.000000000,0 days 16:15:07.894736842,1 days 12:50:00.000000000
628,843,3800,5976.576576576576,8600,0 days 07:30:00.000000000,0 days 08:51:15.675675675,0 days 14:50:00.000000000
628,845,1650,5164.058252427184,13000,0 days 06:00:00.000000000,0 days 09:15:14.446601941,1 days 10:47:00.000000000
628,847,1450,2667.0491803278687,8330,0 days 01:29:00.000000000,0 days 02:43:06.885245901,0 days 14:20:00.000000000
628,848,950,1797.9411764705883,2590,0 days 02:00:00.000000000,0 days 03:33:15.882352941,0 days 23:15:00.000000000
628,851,7180,7180.0,7180,0 days 20:15:00.000000000,0 days 20:15:00.000000000,0 days 20:15:00.000000000
628,857,850,1265.7894736842106,1700,0 days 01:40:00.000000000,0 days 02:15:47.368421052,0 days 03:30:00.000000000
628,872,1990,5663.563829787234,11450,0 days 02:44:00.000000000,0 days 08:14:03.829787234,1 days 08:00:00.000000000
628,876,1700,2084.5945945945946,3000,0 days 04:40:00.000000000,0 days 12:58:55.135135135,1 days 14:50:00.000000000
628,880,3600,5837.692307692308,7990,0 days 18:35:00.000000000,2 days 18:43:04.615384615,7 days 01:15:00.000000000
628,965,11580,11580.0,11580,1 days 02:35:00.000000000,1 days 02:35:00.000000000,1 days 02:35:00.000000000
628,994,16540,16540.0,16540,1 days 09:15:00.000000000,1 days 09:15:00.000000000,1 days 09:15:00.000000000
628,1041,2500,6253.181818181818,13350,0 days 03:41:00.000000000,0 days 09:35:10.909090909,1 days 09:25:00.000000000
628,1061,1450,3421.043165467626,11600,0 days 01:49:00.000000000,0 days 03:55:11.007194244,1 days 13:50:00.000000000
628,1064,4150,8373.333333333334,13750,0 days 05:38:00.000000000,0 days 13:24:23.333333333,1 days 11:55:00.000000000
628,1088,1800,4731.038961038961,9630,0 days 04:30:00.000000000,0 days 06:15:28.051948051,0 days 11:15:00.000000000
628,1252,4400,4726.666666666667,5290,0 days 13:15:00.000000000,0 days 17:35:00.000000000,1 days 01:15:00.000000000
628,1294,10050,10848.0,12850,0 days 17:00:00.000000000,0 days 21:47:00.000000000,1 days 11:15:00.000000000
628,1383,3526,4605.235294117647,7917,0 days 10:05:00.000000000,0 days 12:11:45.882352941,0 days 14:35:00.000000000
628,1532,8580,9080.0,9580,1 days 08:10:00.000000000,1 days 08:57:30.000000000,1 days 09:45:00.000000000
628,1894,6850,6966.666666666667,7100,0 days 09:30:00.000000000,0 days 09:33:20.000000000,0 days 09:40:00.000000000
628,1918,7190,8802.692307692309,13450,0 days 18:20:00.000000000,1 days 15:13:27.692307692,2 days 08:10:00.000000000
628,2023,3738,6201.241379310345,12130,0 days 09:50:00.000000000,0 days 14:30:56.896551724,1 days 13:15:00.000000000
628,2087,11500,11663.333333333334,11990,1 days 01:20:00.000000000,1 days 02:06:40.000000000,1 days 03:00:00.000000000
628,2226,13900,15650.0,17400,1 days 22:55:00.000000000,1 days 23:12:30.000000000,1 days 23:30:00.000000000
628,2621,9000,10652.727272727272,13500,0 days 15:10:00.000000000,0 days 21:12:16.363636363,1 days 01:00:00.000000000
628,3973,5150,5325.0,5800,0 days 07:20:00.000000000,0 days 08:05:00.000000000,0 days 09:10:00.000000000
628,5105,600,800.0,1100,0 days 01:10:00.000000000,0 days 01:28:20.000000000,0 days 01:50:00.000000000
628,5115,7250,7944.0,8790,0 days 20:00:00.000000000,1 days 04:54:00.000000000,1 days 10:50:00.000000000
628,5118,1700,4722.992700729927,7700,0 days 02:10:00.000000000,0 days 07:27:20.145985401,1 days 06:00:00.000000000
628,5119,4150,5057.5,5850,0 days 07:40:00.000000000,0 days 09:27:30.000000000,0 days 10:50:00.000000000
628,5196,6490,8756.0,11290,0 days 18:35:00.000000000,0 days 23:15:30.000000000,1 days 05:15:00.000000000
628,5197,6900,7045.0,7190,1 days 00:55:00.000000000,1 days 01:40:00.000000000,1 days 02:25:00.000000000
628,5412,1550,2303.170731707317,3210,0 days 01:45:00.000000000,0 days 05:02:51.219512195,0 days 23:12:00.000000000
628,5459,3600,4792.222222222223,5600,0 days 06:10:00.000000000,0 days 07:20:53.333333333,0 days 14:10:00.000000000
628,5502,3500,9950.0,22400,0 days 03:29:00.000000000,0 days 05:21:54.285714285,0 days 07:10:00.000000000
628,5691,2000,2862.5,3300,0 days 02:08:00.000000000,0 days 03:33:50.000000000,0 days 05:38:00.000000000
628,5938,2870,5367.368421052632,16970,0 days 02:31:00.000000000,0 days 06:00:33.157894736,0 days 09:46:00.000000000
628,5975,3600,5256.666666666667,8540,0 days 05:40:00.000000000,0 days 07:08:44.615384615,0 days 10:40:00.000000000
628,6062,4300,4300.0,4300,0 days 06:30:00.000000000,0 days 06:30:00.000000000,0 days 06:30:00.000000000
628,6107,1700,3991.8518518518517,8590,0 days 02:20:00.000000000,0 days 03:24:40.000000000,0 days 10:27:00.000000000
628,6249,500,845.0,1770,0 days 01:00:00.000000000,0 days 01:32:30.000000000,0 days 02:58:00.000000000
628,6313,1450,3416.6666666666665,6780,0 days 01:53:00.000000000,0 days 02:32:08.000000000,0 days 09:25:00.000000000
628,6334,3350,4413.888888888889,7300,0 days 05:30:00.000000000,0 days 06:42:46.666666666,0 days 11:20:00.000000000
628,6677,700,1442.5,1850,0 days 01:14:00.000000000,0 days 06:27:45.000000000,0 days 18:09:00.000000000
628,6912,2490,4084.754098360656,6950,0 days 03:50:00.000000000,0 days 04:57:38.360655737,0 days 10:10:00.000000000
628,7138,700,1635.3333333333333,2920,0 days 01:40:00.000000000,0 days 02:53:04.000000000,0 days 04:28:00.000000000
628,7382,1550,2255.4545454545455,3530,0 days 01:46:00.000000000,0 days 03:04:32.727272727,0 days 11:18:00.000000000
628,7453,3400,7002.35294117647,12750,0 days 05:18:00.000000000,0 days 09:49:31.764705882,0 days 17:20:00.000000000
628,7507,5690,8794.302325581395,11280,0 days 17:30:00.000000000,1 days 05:09:18.139534883,1 days 17:15:00.000000000
628,7576,850,1249.076923076923,2840,0 days 01:20:00.000000000,0 days 01:58:52.615384615,0 days 08:41:00.000000000
628,7811,3600,4008.3333333333335,4650,0 days 05:20:00.000000000,0 days 05:58:20.000000000,0 days 08:10:00.000000000
628,8104,3250,3792.8571428571427,4900,0 days 05:00:00.000000000,0 days 05:40:00.000000000,0 days 06:50:00.000000000
628,8626,2900,5002.4358974358975,10100,0 days 02:54:00.000000000,0 days 04:46:56.153846153,0 days 10:20:00.000000000
628,8722,8390,8390.0,8390,0 days 17:45:00.000000000,0 days 18:07:30.000000000,0 days 18:30:00.000000000
628,8752,2900,6947.619047619048,8970,0 days 02:53:00.000000000,0 days 03:55:54.285714285,0 days 05:57:00.000000000
628,8970,2400,4285.012285012285,7060,0 days 04:00:00.000000000,0 days 08:34:19.606879606,1 days 06:50:00.000000000
628,8972,2300,2791.25,3990,0 days 07:30:00.000000000,0 days 13:28:07.500000000,0 days 22:45:00.000000000
628,9251,1700,4787.272727272727,8770,0 days 02:13:00.000000000,0 days 04:05:35.454545454,0 days 07:30:00.000000000
628,9262,2200,5926.792452830188,15570,0 days 03:09:00.000000000,0 days 06:38:26.037735849,0 days 19:08:00.000000000
628,9387,10390,10695.0,11000,1 days 00:20:00.000000000,1 days 01:35:00.000000000,1 days 02:50:00.000000000
628,9442,2850,8052.0,11450,0 days 02:43:00.000000000,0 days 04:17:52.800000000,0 days 09:41:00.000000000
628,9444,4550,4900.0,5450,0 days 06:10:00.000000000,0 days 07:01:40.000000000,0 days 08:00:00.000000000
628,9635,3800,4417.857142857143,4900,0 days 06:00:00.000000000,0 days 06:48:34.285714285,0 days 11:20:00.000000000
628,10047,2100,3922.2580645161293,5890,0 days 05:00:00.000000000,0 days 09:31:12.580645161,0 days 19:30:00.000000000
628,10129,1200,1723.1914893617022,3630,0 days 02:00:00.000000000,0 days 04:01:31.914893617,1 days 03:06:00.000000000
628,10480,4650,5750.0,7450,0 days 07:20:00.000000000,0 days 08:30:00.000000000,0 days 09:30:00.000000000
628,10753,2900,4098.235294117647,7300,0 days 06:00:00.000000000,0 days 07:58:14.117647058,0 days 11:20:00.000000000
628,11727,8490,8797.5,9000,1 days 14:00:00.000000000,3 days 06:56:15.000000000,8 days 09:45:00.000000000
628,11857,9700,13035.454545454546,16150,0 days 18:10:00.000000000,0 days 23:53:38.181818181,1 days 09:00:00.000000000
635,85,600,1148.6,2590,0 days 01:00:00.000000000,0 days 01:39:03.600000000,0 days 03:56:00.000000000
635,565,1600,4120.0,6020,0 days 03:57:00.000000000,0 days 04:50:00.000000000,0 days 06:05:00.000000000
635,611,5350,5390.0,5450,0 days 06:50:00.000000000,0 days 07:14:00.000000000,0 days 07:50:00.000000000
635,628,3680,5676.764705882353,6600,0 days 07:40:00.000000000,0 days 09:15:52.941176470,0 days 18:55:00.000000000
635,884,9690,9690.0,9690,7 days 12:45:00.000000000,7 days 12:45:00.000000000,7 days 12:45:00.000000000
638,126,950,1123.076923076923,2400,0 days 01:30:00.000000000,0 days 01:51:55.384615384,0 days 04:55:00.000000000
638,197,3070,4891.111111111111,6210,0 days 07:40:00.000000000,0 days 17:48:33.333333333,1 days 05:30:00.000000000
638,227,3400,7193.762376237623,10560,0 days 07:57:00.000000000,0 days 19:06:56.435643564,1 days 14:52:00.000000000
638,483,4190,12230.0,18270,0 days 07:58:00.000000000,0 days 14:29:05.000000000,1 days 14:20:00.000000000
638,485,1400,2671.4285714285716,3680,0 days 04:20:00.000000000,0 days 11:29:17.142857142,1 days 02:50:00.000000000
639,76,1300,1542.1052631578948,1800,0 days 02:00:00.000000000,0 days 02:28:25.263157894,0 days 02:50:00.000000000
639,126,2190,3155.714285714286,3700,0 days 04:10:00.000000000,0 days 06:18:12.857142857,0 days 12:45:00.000000000
639,185,3100,3490.0,3880,0 days 11:10:00.000000000,3 days 16:50:00.000000000,6 days 22:30:00.000000000
639,453,3600,4714.111111111111,7880,0 days 10:20:00.000000000,0 days 17:21:56.666666666,1 days 00:25:00.000000000
639,485,2000,5861.739130434783,8920,0 days 03:37:00.000000000,0 days 07:40:00.000000000,1 days 02:12:00.000000000
639,504,1250,3833.157894736842,5580,0 days 03:20:00.000000000,0 days 06:18:18.947368421,0 days 22:16:00.000000000
639,611,3800,4215.0,4630,0 days 11:01:00.000000000,0 days 13:10:30.000000000,0 days 15:20:00.000000000
639,628,2700,5410.0,6600,0 days 08:00:00.000000000,0 days 16:58:34.285714285,1 days 17:10:00.000000000
639,714,3400,7258.461538461538,12000,0 days 07:09:00.000000000,0 days 11:58:36.923076923,0 days 20:05:00.000000000
639,872,2650,5380.5,7420,0 days 03:19:00.000000000,0 days 03:58:33.000000000,0 days 05:17:00.000000000
639,1061,4200,11158.57142857143,17900,0 days 07:24:00.000000000,0 days 13:21:51.428571428,0 days 20:45:00.000000000
639,5548,920,920.0,920,0 days 01:42:00.000000000,0 days 06:07:40.000000000,0 days 14:42:00.000000000
639,7168,8080,8080.0,8080,0 days 21:20:00.000000000,0 days 21:20:00.000000000,0 days 21:20:00.000000000
639,9387,5000,5000.0,5000,0 days 07:40:00.000000000,0 days 07:40:00.000000000,0 days 07:40:00.000000000
639,10480,2300,2508.3333333333335,2900,0 days 01:20:00.000000000,0 days 02:56:40.000000000,0 days 03:30:00.000000000
649,528,1750,1960.0,2400,0 days 03:00:00.000000000,0 days 03:20:00.000000000,0 days 03:40:00.000000000
657,147,3270,3270.0,3270,1 days 00:17:00.000000000,1 days 00:17:00.000000000,1 days 00:17:00.000000000
657,188,4490,4900.0,5390,0 days 15:40:00.000000000,0 days 20:01:15.000000000,1 days 00:10:00.000000000
657,628,2300,2633.3333333333335,3100,0 days 03:10:00.000000000,0 days 03:50:40.000000000,0 days 05:30:00.000000000
657,732,4990,9674.444444444445,17900,0 days 05:27:00.000000000,0 days 15:33:30.000000000,1 days 15:15:00.000000000
657,809,2900,4980.243902439024,6980,0 days 08:20:00.000000000,0 days 17:39:23.414634146,1 days 19:45:00.000000000
657,11185,2300,2700.0,3000,0 days 03:20:00.000000000,0 days 03:50:00.000000000,0 days 05:20:00.000000000
673,451,2790,3767.5,5090,0 days 11:25:00.000000000,0 days 16:15:00.000000000,0 days 19:20:00.000000000
673,628,4496,6818.666666666667,7980,0 days 10:50:00.000000000,0 days 15:21:40.000000000,0 days 17:45:00.000000000
685,85,3600,12055.263157894737,21500,0 days 08:18:00.000000000,0 days 14:05:41.052631578,1 days 01:30:00.000000000
685,107,3790,13157.0625,23400,0 days 08:55:00.000000000,0 days 18:20:27.375000000,1 days 15:59:00.000000000
685,227,3100,4292.307692307692,5900,0 days 08:00:00.000000000,0 days 17:00:46.153846153,1 days 01:55:00.000000000
685,580,5600,6534.285714285715,7480,0 days 23:30:00.000000000,1 days 03:52:51.428571428,1 days 10:15:00.000000000
685,809,3400,3965.714285714286,4700,0 days 15:25:00.000000000,0 days 17:52:51.428571428,0 days 23:10:00.000000000
685,1600,13016,13716.0,14416,1 days 07:15:00.000000000,1 days 12:30:00.000000000,1 days 17:45:00.000000000
690,714,4000,5140.0,6280,0 days 16:15:00.000000000,0 days 17:47:30.000000000,0 days 19:20:00.000000000
694,184,400,1860.3333333333333,5000,0 days 00:30:00.000000000,0 days 03:03:40.000000000,0 days 10:15:00.000000000
694,185,2650,2766.6666666666665,2900,0 days 03:20:00.000000000,0 days 03:43:20.000000000,0 days 04:30:00.000000000
694,227,2150,2316.6666666666665,2400,0 days 02:50:00.000000000,0 days 03:30:00.000000000,0 days 04:10:00.000000000
694,438,1890,4501.290322580645,10400,0 days 03:11:00.000000000,0 days 07:24:40.645161290,1 days 08:12:00.000000000
694,504,3600,5902.5,11310,0 days 07:30:00.000000000,0 days 15:18:20.000000000,1 days 00:15:00.000000000
694,628,950,2168.235294117647,7800,0 days 01:20:00.000000000,0 days 02:22:35.294117647,0 days 05:05:00.000000000
694,714,1200,3005.625,5400,0 days 03:15:00.000000000,0 days 05:31:15.000000000,0 days 09:05:00.000000000
694,1061,2650,2650.0,2650,0 days 03:00:00.000000000,0 days 03:00:00.000000000,0 days 03:00:00.000000000
694,5611,5900,11522.5,13360,0 days 08:13:00.000000000,0 days 13:02:07.500000000,0 days 23:25:00.000000000
694,6249,500,3408.409090909091,7640,0 days 01:30:00.000000000,0 days 04:27:55.909090909,0 days 18:53:00.000000000
