,,price_in_cents,price_in_cents,price_in_cents,travel_ts,travel_ts,travel_ts
,,min,mean,max,min,mean,max
o_city,d_city,,,,,,
9687,562,2900,2966.6666666666665,3100,0 days 04:00:00.000000000,0 days 04:10:00.000000000,0 days 04:20:00.000000000
9687,628,1200,1450.0,1800,0 days 02:00:00.000000000,0 days 02:47:46.666666666,0 days 04:50:00.000000000
9717,504,1900,1991.6666666666667,2150,0 days 02:50:00.000000000,0 days 03:31:40.000000000,0 days 04:50:00.000000000
9742,504,5000,7872.222222222223,19850,0 days 07:25:00.000000000,0 days 12:12:26.666666666,1 days 13:04:00.000000000
9794,709,4550,4950.0,5350,0 days 08:00:00.000000000,0 days 08:05:00.000000000,0 days 08:10:00.000000000
10006,628,2400,3042.8571428571427,3350,0 days 04:10:00.000000000,0 days 04:47:08.571428571,0 days 05:50:00.000000000
10033,200,4650,10420.0,13140,0 days 06:43:00.000000000,0 days 12:51:00.000000000,1 days 05:42:00.000000000
10033,628,5900,6983.333333333333,8250,0 days 09:10:00.000000000,0 days 10:16:40.000000000,0 days 13:40:00.000000000
10480,455,5150,5150.0,5150,0 days 07:00:00.000000000,0 days 07:00:00.000000000,0 days 07:00:00.000000000
10480,539,1100,1100.0,1100,0 days 02:50:00.000000000,0 days 02:50:00.000000000,0 days 02:50:00.000000000
10523,485,11090,11090.0,11090,1 days 17:25:00.000000000,1 days 17:25:00.000000000,1 days 17:25:00.000000000
10719,628,1900,2487.3743016759777,3800,0 days 03:10:00.000000000,0 days 04:13:22.793296089,1 days 03:55:00.000000000
10719,2181,1900,2447.169811320755,3350,0 days 03:10:00.000000000,0 days 03:46:47.547169811,0 days 05:20:00.000000000
10719,7507,5200,6960.0,8390,1 days 01:15:00.000000000,1 days 06:00:00.000000000,1 days 15:00:00.000000000
10780,714,1100,1191.6666666666667,1550,0 days 01:30:00.000000000,0 days 01:53:20.000000000,0 days 02:20:00.000000000
10814,809,4650,4650.0,4650,0 days 06:20:00.000000000,0 days 06:20:00.000000000,0 days 06:20:00.000000000
10998,9197,1550,1625.0,1700,0 days 02:30:00.000000000,0 days 02:40:00.000000000,0 days 02:50:00.000000000
11185,7134,3700,3750.0,3800,0 days 05:10:00.000000000,0 days 05:10:00.000000000,0 days 05:10:00.000000000
11616,453,1200,1200.0,1200,0 days 01:20:00.000000000,0 days 01:20:00.000000000,0 days 01:20:00.000000000
11835,28,2900,2900.0,2900,0 days 03:50:00.000000000,0 days 03:50:00.000000000,0 days 03:50:00.000000000
11835,173,6600,8256.666666666666,13300,0 days 06:31:00.000000000,0 days 08:23:48.000000000,0 days 12:20:00.000000000
11835,246,2150,2366.6666666666665,2650,0 days 03:00:00.000000000,0 days 03:10:00.000000000,0 days 03:20:00.000000000
11835,485,2750,3505.0,3950,0 days 04:50:00.000000000,0 days 05:09:00.000000000,0 days 05:40:00.000000000
11938,126,3000,4204.861111111111,5350,0 days 05:30:00.000000000,0 days 07:25:16.666666666,1 days 11:20:00.000000000
12124,1064,6000,6950.0,7900,0 days 11:10:00.000000000,0 days 17:10:00.000000000,0 days 23:10:00.000000000
12166,857,5300,5300.0,5300,0 days 21:55:00.000000000,0 days 21:55:00.000000000,0 days 21:55:00.000000000
12190,639,600,688.8888888888889,850,0 days 01:10:00.000000000,0 days 01:28:53.333333333,0 days 02:40:00.000000000
12190,8937,9800,9800.0,9800,0 days 09:10:00.000000000,0 days 09:10:00.000000000,0 days 09:10:00.000000000
